Latitude,Longitude,SST,Number,season,Bathymetry,BathymetrySD,species,Dist2Coast,ocean,Season2,Nitrate,MLD,Chl,pa,logPred
-1,134,28.8757305145264,1,janmarch,-1.6929125,892.601158,albacore,16.929432055472,pacific,2,0.54801,21.538232,0.167916,0,3.2142757940308394e-4
-1,135,28.8708114624023,1,janmarch,-1.682892401,1651.211878,albacore,14.90988102592,pacific,2,0.48355,21.90304,0.173552,0,2.925538646389849e-4
-1,136,28.8146190643311,1,janmarch,-3.217927756,1586.442581,albacore,10.2281341051446,pacific,2,0.415183,22.590709,0.166844,0,3.236717817242842e-4
-1,137,29.0095672607422,1,octoberdec,-3.988073819,841.805795,albacore,25.243685717824,pacific,2,0.113055,26.379164,0.204195,0,1.6361877522090318e-4
-1,137,28.6408386230469,1,janmarch,-3.988073819,841.805795,albacore,25.243685717824,pacific,2,0.331064,23.938866,0.150073,0,4.076932784694895e-4
-1,138,28.6446361541748,1,janmarch,-4.187404236,291.866431,albacore,26.0206452564704,pacific,2,0.243404,26.676152,0.171244,0,2.801839104532071e-4
-1,138,29.0556507110596,1,octoberdec,-4.187404236,291.866431,albacore,26.0206452564704,pacific,2,0.057468,28.949313,0.182151,0,2.2026514206995883e-4
-1,139,29.0674133300781,1,octoberdec,-3.504049583,274.410533,albacore,61.65178647776,pacific,2,0.014671,30.845192,0.135538,0,4.468812619562419e-4
-1,141,29.1063194274902,1,octoberdec,-3.240471667,131.452661,albacore,120.34093408,pacific,2,0,37.139026,0.118168,0,5.289576328427755e-4
-1,141,28.6563835144043,1,janmarch,-3.240471667,131.452661,albacore,120.34093408,pacific,2,0.080303,35.0831,0.164659,0,2.756617482807039e-4
-1,143,29.1584587097168,1,octoberdec,-3.459056319,478.592644,albacore,36.642133776,pacific,2,0.015415,39.454419,0.113704,0,5.369713002253944e-4
-1,143,28.6613101959229,1,janmarch,-3.459056319,478.592644,albacore,36.642133776,pacific,2,0.042498,37.897138,0.147207,0,3.4923113401954213e-4
-1,144,28.7909507751465,1,julsept,-3.680397778,710.688759,albacore,22.55798074992,pacific,4,0.023219,32.117723,0.102083,0,0.0012085505652498928
-1,144,28.7314777374268,1,janmarch,-3.680397778,710.688759,albacore,22.55798074992,pacific,2,0.042913,35.857308,0.177653,0,2.2416059700282133e-4
-1,145,28.8853149414062,1,julsept,-3.294394024,1197.401045,albacore,44.4492120112,pacific,4,0.023655,28.449442,0.106861,0,0.0011736130234498185
-1,145,28.8474979400635,1,janmarch,-3.294394024,1197.401045,albacore,44.4492120112,pacific,2,0.035312,32.451534,0.180042,0,2.266845298302935e-4
-1,145,29.1211471557617,1,apriljune,-3.294394024,1197.401045,albacore,44.4492120112,pacific,3,0.093961,29.957608,0.13731,0,4.4377057547075266e-4
-1,145,29.2873020172119,1,octoberdec,-3.294394024,1197.401045,albacore,44.4492120112,pacific,2,0.033858,30.996907,0.101248,0,6.9500849220146e-4
-1,146,29.2110252380371,1,apriljune,-3.363098125,1231.505439,albacore,52.180895256,pacific,3,0.081425,28.86272,0.132736,0,4.6575112812416344e-4
-1,146,28.9766273498535,1,janmarch,-3.363098125,1231.505439,albacore,52.180895256,pacific,2,0.022034,29.705723,0.166642,0,2.853107051717384e-4
-1,147,29.0981407165527,1,janmarch,-3.594820903,1305.709212,albacore,55.5145651407039,pacific,2,0.031377,27.996555,0.158976,0,3.1762867492555086e-4
-1,147,29.0568904876709,1,julsept,-3.594820903,1305.709212,albacore,55.5145651407039,pacific,4,0.036431,28.035879,0.106125,0,0.0011448174806682598
-1,147,29.3906879425049,1,octoberdec,-3.594820903,1305.709212,albacore,55.5145651407039,pacific,2,0.074551,26.463001,0.097089,0,7.480230375131253e-4
-1,148,29.0524559020996,1,julsept,-3.835138403,1280.57905,albacore,78.1074473600001,pacific,4,0.040579,29.040728,0.097286,0,0.0012996893990810166
-1,148,29.4419689178467,1,octoberdec,-3.835138403,1280.57905,albacore,78.1074473600001,pacific,2,0.075509,25.794746,0.100669,0,6.917827832567536e-4
-1,149,29.4730949401855,1,octoberdec,-4.780283472,1276.129858,albacore,29.0129029968,pacific,2,0.069798,25.893457,0.100593,0,6.782990995601633e-4
-1,149,29.0792198181152,1,julsept,-4.780283472,1276.129858,albacore,29.0129029968,pacific,4,0.048196,29.34942,0.091296,0,0.0014092252532294288
-1,150,29.4920921325684,1,octoberdec,-5.227451667,355.182897,albacore,63.1591196480001,pacific,2,0.077033,27.400498,0.101137,0,6.499196531995154e-4
-1,150,29.3529033660889,1,apriljune,-5.227451667,355.182897,albacore,63.1591196480001,pacific,3,0.047272,28.909966,0.092924,0,8.1116744709371e-4
-1,150,29.3147087097168,1,janmarch,-5.227451667,355.182897,albacore,63.1591196480001,pacific,2,0.033999,26.476419,0.132368,0,4.4659860696473995e-4
-1,150,29.1293144226074,1,julsept,-5.227451667,355.182897,albacore,63.1591196480001,pacific,4,0.054148,29.890504,0.087067,0,0.0014659256942911785
-1,151,29.1563987731934,1,julsept,-5.050030625,560.680853,albacore,123.38230224,pacific,4,0.050031,30.99004,0.089504,0,0.0013718898238261755
-1,151,29.3881092071533,1,apriljune,-5.050030625,560.680853,albacore,123.38230224,pacific,3,0.011451,29.580037,0.091942,0,7.991624863688808e-4
-1,151,29.5048370361328,1,octoberdec,-5.050030625,560.680853,albacore,123.38230224,pacific,2,0.084228,30.060049,0.106109,0,5.730065914623915e-4
-1,151,29.3548831939697,1,janmarch,-5.050030625,560.680853,albacore,123.38230224,pacific,2,0.059159,28.662404,0.129934,0,4.3939864981141325e-4
-1,152,29.1673183441162,1,julsept,-4.409655833,213.921419,albacore,133.01516096,pacific,4,0.052576,30.463789,0.093833,0,0.0012845991820764084
