Latitude,Longitude,SST,Number,Season,Bathymetry,BathymetrySD,Species,Dist2Coast,Ocean,Season2,Nitrate,MLD,Chl,PA,Preds
-1,134,28.87573,0,janmarch,-1.692913,892.6012,swordfish,16.92943,pacific,2,0.54801,21.53823,0.167916,0,0.01309933103370207
-1,135,28.87081,0,janmarch,-1.682892,1651.212,swordfish,14.90988,pacific,2,0.48355,21.90304,0.173552,0,0.011590254948992422
-1,136,28.81462,0,janmarch,-3.217928,1586.443,swordfish,10.22813,pacific,2,0.415183,22.59071,0.166844,0,0.01164476137524495
-1,137,29.00957,0,octoberdec,-3.988074,841.8058,swordfish,25.24369,pacific,2,0.113055,26.37916,0.204195,0,0.013864282777003698
-1,137,28.64084,0,janmarch,-3.988074,841.8058,swordfish,25.24369,pacific,2,0.331064,23.93887,0.150073,0,0.014356168836723117
-1,138,28.64464,0,janmarch,-4.187404,291.8664,swordfish,26.02065,pacific,2,0.243404,26.67615,0.171244,0,0.014182462251328028
-1,138,29.05565,0,octoberdec,-4.187404,291.8664,swordfish,26.02065,pacific,2,0.057468,28.94931,0.182151,0,0.015533622794665001
-1,139,29.06741,0,octoberdec,-3.50405,274.4105,swordfish,61.65179,pacific,2,0.014671,30.84519,0.135538,0,0.019304353573741946
-1,141,29.10632,0,octoberdec,-3.240472,131.4527,swordfish,120.3409,pacific,2,0,37.13903,0.118168,0,0.01802954076327517
-1,141,28.65638,0,janmarch,-3.240472,131.4527,swordfish,120.3409,pacific,2,0.080303,35.0831,0.164659,0,0.01771759999993509
-1,143,29.15846,0,octoberdec,-3.459056,478.5926,swordfish,36.64213,pacific,2,0.015415,39.45442,0.113704,0,0.014341149583898184
-1,143,28.66131,0,janmarch,-3.459056,478.5926,swordfish,36.64213,pacific,2,0.042498,37.89714,0.147207,0,0.018352861012078222
-1,144,28.79095,0,julsept,-3.680398,710.6888,swordfish,22.55798,pacific,4,0.023219,32.11772,0.102083,0,0.017634559548436488
-1,144,28.73148,0,janmarch,-3.680398,710.6888,swordfish,22.55798,pacific,2,0.042913,35.85731,0.177653,0,0.014413626949449324
-1,145,28.88531,0,julsept,-3.294394,1197.401,swordfish,44.44921,pacific,4,0.023655,28.44944,0.106861,0,0.01466213536304415
-1,145,28.8475,0,janmarch,-3.294394,1197.401,swordfish,44.44921,pacific,2,0.035312,32.45153,0.180042,0,0.012300870888650716
-1,145,29.12115,0,apriljune,-3.294394,1197.401,swordfish,44.44921,pacific,3,0.093961,29.95761,0.13731,0,0.005776069474072126
-1,145,29.2873,0,octoberdec,-3.294394,1197.401,swordfish,44.44921,pacific,2,0.033858,30.99691,0.101248,0,0.011012110321835826
-1,146,28.9989,0,julsept,-3.363098,1231.505,swordfish,52.1809,pacific,4,0.027377,27.12869,0.104441,0,0.0123005710507485
-1,146,29.21103,0,apriljune,-3.363098,1231.505,swordfish,52.1809,pacific,3,0.081425,28.86272,0.132736,0,0.005234789218972985
-1,146,28.97663,0,janmarch,-3.363098,1231.505,swordfish,52.1809,pacific,2,0.022034,29.70572,0.166642,0,0.011097333416457833
-1,147,29.09814,0,janmarch,-3.594821,1305.709,swordfish,55.51457,pacific,2,0.031377,27.99656,0.158976,0,0.00919290923057735
-1,147,29.05689,0,julsept,-3.594821,1305.709,swordfish,55.51457,pacific,4,0.036431,28.03588,0.106125,0,0.010496148314203525
-1,147,29.39069,0,octoberdec,-3.594821,1305.709,swordfish,55.51457,pacific,2,0.074551,26.463,0.097089,0,0.007826661125727686
-1,148,29.05246,0,julsept,-3.835138,1280.579,swordfish,78.10745,pacific,4,0.040579,29.04073,0.097286,0,0.010328956250618318
-1,148,29.44197,0,octoberdec,-3.835138,1280.579,swordfish,78.10745,pacific,2,0.075509,25.79475,0.100669,0,0.006832260157123862
-1,149,29.47309,0,octoberdec,-4.780283,1276.13,swordfish,29.0129,pacific,2,0.069798,25.89346,0.100593,0,0.006379752250833931
-1,149,29.07922,0,julsept,-4.780283,1276.13,swordfish,29.0129,pacific,4,0.048196,29.34942,0.091296,0,0.009630928595675046
-1,150,29.49209,0,octoberdec,-5.227452,355.1829,swordfish,63.15912,pacific,2,0.077033,27.4005,0.101137,0,0.00578287952945995
-1,150,29.3529,0,apriljune,-5.227452,355.1829,swordfish,63.15912,pacific,3,0.047272,28.90997,0.092924,0,0.004951653828500605
-1,150,29.31471,0,janmarch,-5.227452,355.1829,swordfish,63.15912,pacific,2,0.033999,26.47642,0.132368,0,0.00686165361739748
-1,150,29.12931,0,julsept,-5.227452,355.1829,swordfish,63.15912,pacific,4,0.054148,29.8905,0.087067,0,0.008755970421642268
-1,151,29.1564,0,julsept,-5.050031,560.6809,swordfish,123.3823,pacific,4,0.050031,30.99004,0.089504,0,0.008087362330481603
-1,151,29.38811,0,apriljune,-5.050031,560.6809,swordfish,123.3823,pacific,3,0.011451,29.58004,0.091942,0,0.005145066956499964
-1,151,29.50484,0,octoberdec,-5.050031,560.6809,swordfish,123.3823,pacific,2,0.084228,30.06005,0.106109,0,0.005163171238061496
-1,151,29.35488,0,janmarch,-5.050031,560.6809,swordfish,123.3823,pacific,2,0.059159,28.6624,0.129934,0,0.005830673395936498
-1,152,29.16732,0,julsept,-4.409656,213.9214,swordfish,133.0152,pacific,4,0.052576,30.46379,0.093833,0,0.0073689944569778325
-1,152,29.50131,0,octoberdec,-4.409656,213.9214,swordfish,133.0152,pacific,2,0.095275,32.2921,0.103232,0,0.004855649359662676
-1,152,29.39411,0,janmarch,-4.409656,213.9214,swordfish,133.0152,pacific,2,0.075127,31.87816,0.11964,0,0.0053227523637039325
-1,152,29.43194,0,apriljune,-4.409656,213.9214,swordfish,133.0152,pacific,3,0.010567,30.10037,0.095092,0,0.004613616233807591
-1,153,29.4604,0,octoberdec,-3.938433,323.4473,swordfish,169.4385,pacific,2,0.107249,33.26046,0.096333,0,0.004869019166881814
-1,153,29.12854,0,julsept,-3.938433,323.4473,swordfish,169.4385,pacific,4,0.057798,29.35255,0.094918,0,0.007177265083335334
-1,153,29.4305,0,apriljune,-3.938433,323.4473,swordfish,169.4385,pacific,3,0.010484,31.00688,0.094105,0,0.004453520007677166
-1,154,29.38233,0,apriljune,-2.878315,336.5303,swordfish,181.0851,pacific,3,0.032559,32.41175,0.095891,0,0.004138172660235616
-1,154,29.3902,0,octoberdec,-2.878315,336.5303,swordfish,181.0851,pacific,2,0.115346,33.82521,0.09498,0,0.0049519766550348895
-1,155,28.99128,0,julsept,-2.083152,153.294,swordfish,213.6668,pacific,4,0.085314,30.97056,0.089715,0,0.007228798709899481
-1,155,29.32653,0,octoberdec,-2.083152,153.294,swordfish,213.6668,pacific,2,0.142724,34.47459,0.090044,0,0.004844942787942515
-1,155,29.3276,0,apriljune,-2.083152,153.294,swordfish,213.6668,pacific,3,0.067516,33.96068,0.10218000000000001,0,0.0036272755259591513
-1,156,28.96639,1,julsept,-1.989569,52.25608,swordfish,280.02,pacific,4,0.077788,32.44974,0.089627,1,0.007336607197864506
-1,156,29.2816,0,apriljune,-1.989569,52.25608,swordfish,280.02,pacific,3,0.152734,35.56956,0.10348,0,0.002802564398331011
-1,156,29.27048,0,octoberdec,-1.989569,52.25608,swordfish,280.02,pacific,2,0.169232,36.00727,0.086445,0,0.004712507591115135
-1,157,29.26156,0,apriljune,-2.072355,111.4223,swordfish,354.542,pacific,3,0.2466,35.93057,0.107662,0,0.002137721518886403
-1,157,29.19312,0,octoberdec,-2.072355,111.4223,swordfish,354.542,pacific,2,0.174108,37.61411,0.097706,0,0.004545984101983669
-1,157,28.94402,0,julsept,-2.072355,111.4223,swordfish,354.542,pacific,4,0.055981,32.97242,0.090963,0,0.007728618956165238
-1,158,29.12422,0,janmarch,-2.180103,56.30284,swordfish,351.965,pacific,2,0.474946,39.66411,0.11899,0,0.002822812544612782
-1,158,29.27078,0,apriljune,-2.180103,56.30284,swordfish,351.965,pacific,3,0.428272,33.78023,0.111254,0,0.0016137482662194422
-1,158,29.1057,0,octoberdec,-2.180103,56.30284,swordfish,351.965,pacific,2,0.217306,37.3915,0.108043,0,0.004082231350712934
-1,158,28.95163,0,julsept,-2.180103,56.30284,swordfish,351.965,pacific,4,0.041235,31.37144,0.093789,0,0.0076727889181843305
-1,159,29.0904,0,octoberdec,-2.518708,211.5669,swordfish,335.1435,pacific,2,0.430793,34.88721,0.114814,0,0.002918766296292371
-1,159,29.00544,0,julsept,-2.518708,211.5669,swordfish,335.1435,pacific,4,0.004101,28.64986,0.091574,0,0.008098354049912045
-1,160,29.16119,0,octoberdec,-2.941997,150.6163,swordfish,354.21,pacific,2,0.52588,32.887,0.11938,0,0.0026078021403174397
-1,160,29.07184,0,julsept,-2.941997,150.6163,swordfish,354.21,pacific,4,0.003852,26.81649,0.091455,0,0.007387529317191756
-1,161,29.10859,0,julsept,-3.753172,365.9818,swordfish,404.1251,pacific,4,0,26.03814,0.094131,0,0.006921119629344175
-1,161,29.243,0,octoberdec,-3.753172,365.9818,swordfish,404.1251,pacific,2,0.535599,32.52179,0.115647,0,0.002393725694176122
-1,162,29.07917,0,janmarch,-4.361796,105.6171,swordfish,461.3618,pacific,2,0.030551,38.03017,0.116052,0,0.006359001803360165
-1,162,29.29505,0,octoberdec,-4.361796,105.6171,swordfish,461.3618,pacific,2,0.419214,33.76378,0.120359,0,0.002144716985212629
-1,162,29.22794,0,apriljune,-4.361796,105.6171,swordfish,461.3618,pacific,3,1.455382,31.84731,0.145227,0,0.007196578106178389
-1,162,29.11166,0,julsept,-4.361796,105.6171,swordfish,461.3618,pacific,4,0,27.4538,0.100158,0,0.006516696550594911
-1,163,29.03458,0,janmarch,-4.441907,28.37459,swordfish,395.1675,pacific,2,0.046617,40.90015,0.11497,0,0.006231981236218718
-1,164,29.29996,0,octoberdec,-4.419609,22.81422,swordfish,290.1361,pacific,2,0.267349,38.58453,0.129714,0,0.0023515920994848774
-1,164,29.190550000000002,0,apriljune,-4.419609,22.81422,swordfish,290.1361,pacific,3,1.662824,38.18277,0.154889,0,0.00952921389035101
-1,165,29.11852,0,julsept,-4.397538,53.27001,swordfish,192.2877,pacific,4,0.059856,36.16438,0.130672,0,0.004326893257858368
-1,165,29.1672,0,apriljune,-4.397538,53.27001,swordfish,192.2877,pacific,3,1.982516,40.95652,0.16552,0,0.011946211141278648
-1,165,28.91025,0,janmarch,-4.397538,53.27001,swordfish,192.2877,pacific,2,0.312327,45.55478,0.150733,0,0.0029472962012439983
-1,166,29.15348,0,apriljune,-4.163793,511.42,swordfish,120.0191,pacific,3,2.304916,43.44439,0.169882,0,0.010947749099292805
-1,166,29.15807,0,octoberdec,-4.163793,511.42,swordfish,120.0191,pacific,2,0.434308,43.64076,0.12347,0,0.0022799116904547215
-1,167,29.10247,0,octoberdec,-4.204065,218.9593,swordfish,127.034,pacific,2,0.560536,45.02886,0.128102,0,0.002415679078815893
-1,167,28.87709,0,janmarch,-4.204065,218.9593,swordfish,127.034,pacific,2,1.030311,47.49941,0.149037,0,0.006252001879488609
-1,168,29.07773,0,octoberdec,-4.228135,60.85563,swordfish,134.5527,pacific,2,0.503601,42.99172,0.136825,0,0.0022926011574291197
-1,168,28.87881,0,janmarch,-4.228135,60.85563,swordfish,134.5527,pacific,2,1.477389,44.5621,0.154912,0,0.014795981580647054
-1,169,28.83895,0,janmarch,-4.278731,371.6125,swordfish,74.58347,pacific,2,1.871457,42.33554,0.153193,0,0.024678694400982682
-1,170,29.03306,0,apriljune,-4.436743,126.028,swordfish,128.8668,pacific,3,1.812165,38.72692,0.179189,0,0.011367284339205095
-1,170,28.77579,0,janmarch,-4.436743,126.028,swordfish,128.8668,pacific,2,2.186567,42.33327,0.162569,0,0.026273940523782558
-1,171,28.85079,0,julsept,-4.400079,180.2331,swordfish,224.3879,pacific,4,2.322167,37.8212,0.163949,0,0.019812548344263915
-1,173,28.80254,0,julsept,-4.457814,461.4265,swordfish,130.0412,pacific,4,2.608463,43.55411,0.165547,0,0.015236005420045176
-1,178,28.59546,0,julsept,-5.384087,543.2022,swordfish,217.5425,pacific,4,1.089898,47.91087,0.174875,0,0.007324610065928097
-1,179,28.77058,0,octoberdec,-5.397614,75.13231,swordfish,322.4864,pacific,2,2.609372,55.78323,0.168578,0,0.018151533988994457
-1,179,28.29848,0,janmarch,-5.397614,75.13231,swordfish,322.4864,pacific,2,0.470241,54.67941,0.177203,0,0.003910175622102425
-1,179,28.57408,0,julsept,-5.397614,75.13231,swordfish,322.4864,pacific,4,0.834398,49.25093,0.175826,0,0.004371945837496939
-10,133,26.29798,0,julsept,-0.1301776,37.46995,swordfish,73.67072,pacific,4,0.159768,41.72921,0.314746,0,0.08755115333997542
-10,144,25.45435,0,julsept,-0.2855554,421.0868,swordfish,85.48943,pacific,4,0.208892,33.00887,0.326279,0,0.033870233063582625
-10,144,27.7645,0,octoberdec,-0.2855554,421.0868,swordfish,85.48943,pacific,2,0.307625,11.46378,0.263153,0,0.041617132267805654
-10,145,27.58164,1,octoberdec,-1.53651,381.6239,swordfish,161.6377,pacific,2,0.124127,12.61602,0.18678,1,0.07302158624888794
-10,145,25.45688,0,julsept,-1.53651,381.6239,swordfish,161.6377,pacific,4,0.313503,35.67462,0.157691,0,0.03963804677658653
-10,146,25.51257,0,julsept,-1.644942,677.6444,swordfish,123.8177,pacific,4,0.304693,38.80919,0.307389,0,0.026453049930322103
-10,146,27.47051,0,octoberdec,-1.644942,677.6444,swordfish,123.8177,pacific,2,0.126244,14.70628,0.353647,0,0.04855701479152818
-10,147,25.55905,0,julsept,-1.017043,820.9071,swordfish,56.92054,pacific,4,0.026101,41.33168,0.408907,0,0.04433991277344788
-10,147,27.43637,0,octoberdec,-1.017043,820.9071,swordfish,56.92054,pacific,2,0.156193,17.21574,0.471401,0,0.03603127494814376
-10,151,26.38806,0,julsept,-1.460483,868.5861,swordfish,12.18725,pacific,4,0.017651,32.26302,0.145341,0,0.0714445792948369
-10,151,27.91292,0,octoberdec,-1.460483,868.5861,swordfish,12.18725,pacific,2,0.156242,19.90532,0.135696,0,0.05657946207097346
